Rank,Team,Name,Position,Games,ADP,Bye,SOS,InjuryRisk,Floor Proj,Consensus Proj,DS Proj,CeilingProj,Value
662,UNS,Jamaal Williams,RB,17,68.08,18,-,38%,15.6,10,24,59.9,-26.5
663,WAS,Luke McCaffrey,WR,17,26.1,12,-3%,11%,41.4,26,55,135.4,-26.5
664,NYJ,Andre Cisco,DB,17,,9,3%,0%,33.4,85,67,100.2,-26.5
665,GB,Savion Williams,WR,17,32.01,5,-10%,0%,40,30,50,140,-26.8
666,SEA,Jarran Reed,DL,17,,8,36%,0%,33.9,69,45,62.4,-26.8
667,LVR,Zamir White,RB,17,34.03,8,2%,30%,16,16,20,58.2,-26.9
668,DEN,Lucas Krull,TE,17,55.02,12,-15%,0%,20.7,14,31,69.6,-27.1
669,LVR,Elandon Roberts,LB,17,,8,46%,0%,66.1,94,87,117.4,-27.1
670,BUF,Joey Bosa,DL,16,,7,-76%,79%,27.2,81,42,83.8,-27.2
671,ARI,Calais Campbell,DL,17,,8,-14%,5%,36,,45,58.4,-27.3
672,PHI,Grant Calcaterra,TE,17,47.12,9,-24%,0%,16.9,29,24,74.8,-27.4
673,NO,Kool-Aid McKinstry,DB,17,,11,28%,0%,33,38,66,98.9,-27.4
674,DET,Ennis Rakestraw Jr.,DB,17,,8,-62%,0%,32.9,34,66,98.7,-27.4
675,NE,Kendrick Bourne,WR,17,46.08,14,-3%,29%,52.7,38,61,96.9,-27.5
676,BUF,Elijah Moore,WR,17,30.12,7,5%,69%,37.5,44,46,132.6,-27.7
677,WAS,Michael Gallup,WR,17,34.12,12,-3%,21%,29.6,24,54,134.7,-27.7
678,PIT,Darnell Washington,TE,17,39.11,5,12%,26%,20.6,22,27,64.9,-27.8
679,DAL,Deuce Vaughn,RB,17,52.1,10,-1%,0%,9,8,13,68.5,-27.9
680,DAL,Dante Fowler,DL,17,,10,29%,7%,32.1,60,43,62.1,-27.9
681,MIA,Pharaoh Brown,TE,17,39.04,12,8%,0%,15.9,23,29,62.7,-27.9
682,TEN,Jordan Mims,RB,16,51.09,10,10%,0%,11.9,14,18,51.3,-28.1
683,LVR,Tre Tucker,WR,17,28.12,8,-6%,0%,38.3,68,51,102,-28.1
684,KC,Leo Chenal,LB,17,,10,-29%,0%,63.5,58,84,120.3,-28.1
685,SF,Mykel Williams,DL,17,,14,-8%,0%,29.1,,39,71.4,-28.1
686,DAL,Malik Davis,RB,17,54.01,10,-1%,0%,7.8,10,13,55.6,-28.2
687,DEN,Adam Trautman,TE,17,38.05,12,-15%,26%,17.7,25,24,66.2,-28.3
688,NYJ,Jeremy Ruckert,TE,17,43.08,9,-12%,0%,19,24,24,66.6,-28.3
689,TEN,Chimere Dike,WR,17,25.03,10,-15%,0%,43,42,54,107.4,-28.3
690,DET,Tyleik Williams,DL,17,,8,-62%,0%,31.3,,42,62.5,-28.4
691,MIN,Josh Oliver,TE,17,41.06,6,9%,19%,15.5,31,22,67.6,-28.5
692,SEA,Tariq Woolen,DB,17,,8,36%,0%,40.7,83,63,93.8,-28.6
693,ATL,James Pearce,DL,17,,5,-2%,0%,26,,40,69.9,-28.6
694,BAL,Devontez Walker,WR,17,36.05,7,8%,21%,26.1,17,45,150.9,-28.7
695,KC,Jake Briningstool,TE,17,,10,16%,0%,9.5,,14,81.4,-28.7
696,CHI,Grady Jarrett,DL,17,,5,21%,0%,29.8,51,43,59.7,-28.8
697,ARI,DeeJay Dallas,RB,17,62.02,8,10%,0%,9.4,13,13,50.3,-28.9
698,DET,Brock Wright,TE,17,57.12,8,-20%,0%,17.8,34,23,57,-28.9
699,NO,Pete Werner,LB,17,,11,28%,0%,68.5,88,86,109.7,-29
700,DET,Alim McNeill,DL,17,,8,-62%,0%,32.6,43,43,58.7,-29
701,PHI,Keilan Robinson,RB,16,76.07,9,-25%,0%,8.1,9,12,51.8,-29.2
702,MIA,Julian Hill,TE,17,46.1,12,8%,0%,14.2,28,24,57.9,-29.2
703,IND,Daniel Jones,QB,10,19.08,11,10%,44%,138.2,193,230,347.8,-29.2
704,DEN,Tyler Badie,RB,17,55.09,12,-1%,0%,6.5,6,10,60.2,-29.3
705,ATL,Arnold Ebiketie,DL,17,,5,-2%,0%,29.5,35,42,61.1,-29.3
706,DAL,Jonathan Mingo,WR,17,81.03,10,8%,59%,44.4,7,51,127.5,-29.4
707,HOU,Tim Settle,DL,17,,6,11%,0%,31.4,,42,58.5,-29.4
708,WAS,Jer'Zhan Newton,DL,16,,12,-22%,0%,31.8,36,42,59.4,-29.4
709,UNS,Tyler Boyd,WR,17,42.05,18,-,31%,45.2,37,53,101.1,-29.6
710,DEN,Caleb Lohner,TE,17,72.11,12,-15%,0%,11,21,16,74.2,-29.6
711,LAR,Chris Paul Jr.,LB,17,,8,-31%,0%,55.9,,80,127.9,-29.7
712,NYG,Daniel Bellinger,TE,17,49.03,14,-25%,29%,15.1,22,19,66,-29.8
713,KC,JuJu Smith-Schuster,WR,17,44.11,10,1%,72%,30.7,40,38,138.2,-29.8
714,JAC,Johnny Mundt,TE,17,67.12,8,21%,0%,22.3,16,26,52.4,-29.8
715,MIN,Tai Felton,WR,17,25.09,6,17%,0%,37.7,40,47,113,-29.9
716,CAR,Nic Scourton,DL,17,,14,0%,0%,26.8,,36,71.4,-29.9
717,LAC,Hassan Haskins,RB,17,48.01,12,-12%,22%,8.1,7,12,43.9,-30
718,SF,Israel Abanikanda,RB,17,53.05,14,10%,35%,5.7,6,8,57.1,-30
719,JAC,Darnell Savage,DB,17,,8,1%,0%,41.7,77,64,86.5,-30
720,LAR,Darious Williams,DB,17,,8,-31%,0%,41.9,79,64,87,-30
721,NYJ,Michael Carter II,DB,17,,9,3%,0%,41.8,,64,86.8,-30
722,IND,Tyler Goodson,RB,17,55.1,11,11%,0%,8.1,19,14,31.1,-30.1
723,NO,Bryan Bresee,DL,17,,11,28%,0%,27.4,39,42,58.9,-30.1
724,PHI,Harrison Bryant,TE,17,62.11,9,-24%,21%,17.2,8,20,70.8,-30.1
725,PHI,Kylen Granson,TE,17,47.07,9,-24%,20%,15.8,11,20,68,-30.1
726,PHI,Azeez Ojulari,DL,17,,9,-26%,0%,43.7,56,44,43.7,-30.1
727,CIN,Jermaine Burton,WR,17,30.03,10,2%,54%,20.2,37,39,138.2,-30.3
728,PIT,Robert Woods,WR,17,39.12,5,-7%,59%,31.8,37,45,120.3,-30.3
729,UNS,Treylon Burks,WR,17,46.07,18,-,59%,33.2,29,47,123.8,-30.4
730,ATL,Joshua Simon,TE,17,,5,2%,0%,10.8,,14,72.3,-30.4
731,GB,Karl Brooks,DL,17,,5,-39%,0%,22.4,39,32,79.9,-30.6
732,HOU,Luke Lachey,TE,17,28.01,6,-7%,0%,12.4,5,16,79.2,-30.6
733,TB,Tykee Smith,DB,17,,9,-20%,0%,37.9,,63,88.5,-30.6
734,GB,Devonte Wyatt,DL,17,,5,-39%,0%,27.6,,39,63.1,-30.7
735,BAL,Charlie Kolar,TE,17,57.01,7,2%,17%,13.1,16,19,61.7,-30.8
736,PIT,Jalen Ramsey,DB,17,,5,1%,0%,41.1,94,63,85.4,-30.8
737,PHI,Montrell Johnson Jr.,RB,17,,9,-25%,0%,6.8,,9,34,-30.8
738,NYJ,Malachi Corley,WR,17,48.05,9,-3%,25%,30.9,39,41,121.4,-30.9
739,GB,Kenny Clark,DL,17,,5,-39%,0%,29.1,65,39,60.1,-30.9
740,NYJ,Arian Smith,WR,17,42.1,9,-3%,0%,29.5,21,42,130.7,-31.1
741,IND,Jelani Woods,TE,17,55.07,11,37%,78%,9,20,20,56.9,-31.2
742,ATL,D.J. Chark Jr.,WR,17,46.12,5,14%,55%,33.3,18,43,123.7,-31.4
743,TEN,Julius Chestnut,RB,17,54.11,10,10%,0%,5.6,10,7,34.9,-31.5
744,KC,Carson Steele,RB,17,77.12,10,-27%,0%,6.4,14,8,28,-31.7
745,LAR,Davis Allen,TE,17,81.1,8,16%,0%,15,6,18,60.1,-31.7
746,JAC,Arik Armstead,DL,17,,8,1%,0%,25.9,58,32,74.3,-31.7
747,TB,Devin Culp,TE,17,46.01,9,15%,0%,10.2,15,17,59.5,-31.8
748,LAR,Colby Parkinson,TE,17,48.02,8,16%,0%,15.9,18,19,48.6,-31.9
749,CAR,Hunter Renfrow,WR,17,33.07,14,1%,29%,28.8,21,44,119.8,-32
750,ATL,Jase McClellan,RB,17,77.1,5,-1%,0%,4.5,6,7,33.7,-32.1
751,UNS,Nelson Agholor,WR,17,52.03,18,-,42%,43.1,17,51,96.3,-32.1
752,MIN,Harrison Phillips,DL,17,,6,-7%,0%,29.2,70,36,60.5,-32.1
753,NYG,Eric Gray,RB,17,81.05,14,12%,0%,4.8,6,7,28.6,-32.2
754,BUF,Jackson Hawes,TE,17,73.05,7,-9%,0%,12,12,15,59.8,-32.2
755,ATL,Mike Hughes,DB,17,,5,-2%,20%,41.1,45,63,79.1,-32.3
756,ARI,Tip Reiman,TE,17,76.09,8,-14%,0%,11.2,10,15,59.8,-32.4
757,BAL,Jaire Alexander,DB,17,,7,-81%,0%,40.7,69,51,101.8,-32.5
758,KC,Jared Wiley,TE,17,45.1,10,16%,0%,8.1,10,14,61.1,-32.6
759,TB,Payne Durham,TE,17,81.02,9,15%,0%,7.7,22,13,56.1,-32.6
760,BAL,Nate Wiggins,DB,17,,7,-81%,0%,39.6,47,61,82.2,-32.6
761,DAL,Marshawn Kneeland,DL,17,,10,29%,0%,22.6,46,32,72.7,-32.6
762,TEN,Roger McCreary,DB,17,,10,86%,0%,39.9,82,61,82.8,-32.6
763,IND,Andrew Ogletree,TE,17,43.1,11,37%,0%,9.4,21,13,57.8,-32.7
764,LVR,Dylan Laube,RB,17,47.05,8,2%,17%,5.9,5,11,13.9,-32.8
765,ATL,David Onyemata,DL,17,,5,-2%,0%,29,61,39,52.1,-32.8
766,LAC,Bud Dupree,DL,17,,12,-31%,30%,41,,41,41,-32.8
767,IND,Mo Alie-Cox,TE,17,68.11,11,37%,24%,25.3,13,25,25.3,-32.9
768,RK,Isaiah Bond,WR,17,,18,-,0%,3.5,28,35,140.1,-33
769,NYJ,Donovan Edwards,RB,17,48.07,9,-8%,0%,10,2,10,10,-33.2
770,NYG,Thomas Fidone II,TE,17,41.1,14,-25%,0%,7.9,22,11,52.7,-33.2
771,WAS,John Bates,TE,17,58.08,12,-10%,0%,13.3,9,18,44.2,-33.4
772,ATL,Charlie Woerner,TE,17,61.01,5,2%,0%,9.7,13,16,48.5,-33.5
773,LAC,Derius Davis,WR,17,80.12,12,4%,0%,28.7,30,41,104.5,-33.5
774,KC,Ashton Gillotte,DL,17,,10,-29%,0%,23.1,,33,66,-33.5
775,DAL,Brevyn Spann-Ford,TE,17,77.08,10,-16%,0%,10.1,14,13,47.8,-33.8
776,ARI,Zay Jones,WR,17,42.09,8,-8%,58%,34.2,31,40,100.7,-33.8
777,IND,Will Mallory,TE,17,81.06,11,37%,0%,8.5,11,12,54.9,-33.9
778,ATL,Jalon Walker,LB,17,,5,-2%,0%,59.3,,77,115.5,-33.9
779,NYJ,Jermaine Johnson,DL,17,,9,3%,0%,15.1,83,30,75.7,-34
780,TEN,Dre'mont Jones,DL,17,,10,86%,0%,24.2,50,30,69.6,-34
781,DEN,Nate Adkins,TE,17,35.06,12,-15%,0%,10.8,16,15,40.2,-34.3
782,SEA,Robbie Ouzts,TE,17,73.06,8,0%,0%,8.2,47,10,30.7,-34.3
783,NE,Jaheim Bell,TE,17,77.06,14,3%,0%,8.2,11,11,50.3,-34.5
784,LVR,Tyree Wilson,DL,17,,8,46%,0%,25.4,45,36,54.4,-34.6
785,LAC,Donte Jackson,DB,17,,12,-31%,0%,29,71,58,87,-34.6
786,WAS,Marshon Lattimore,DB,17,,12,-22%,0%,28.8,64,58,86.4,-34.6
787,HOU,Denico Autry,DL,17,,6,11%,0%,24.9,46,36,51.5,-35
788,NO,Moliki Matavao,TE,17,44.1,11,5%,0%,7.7,20,11,44.2,-35
789,PHI,Jahan Dotson,WR,17,39.09,9,-12%,48%,22.8,35,33,104.4,-35.2
790,TEN,Xavier Restrepo,WR,17,25.11,10,-15%,0%,21.7,25,30,120.4,-35.2
791,KC,Jaylen Watson,DB,17,,10,-29%,0%,37.6,,58,78,-35.3
792,HOU,Calen Bullock,DB,17,,6,11%,0%,37.5,,58,77.8,-35.3
793,PIT,Nick Herbig,DL,16,,5,1%,0%,25,35,31,76.6,-35.4
794,LVR,Jakorian Bennett,DB,17,,8,46%,0%,38.7,65,55,82.9,-35.6
795,MIA,Jaelan Phillips,DL,17,,12,33%,0%,12.9,51,26,77.5,-35.6
796,MIN,Gavin Bartholomew,TE,17,73.02,6,9%,0%,8.2,14,11,38.2,-35.6
797,ARI,Jordan Burch,DL,17,,8,-14%,0%,20.4,,31,62.9,-35.9
798,SF,Jacob Cowing,WR,17,32.09,14,-11%,0%,20.3,4,31,125.1,-36.1
799,CAR,Trevin Wallace,LB,17,,14,0%,0%,58.2,53,77,107.3,-36.1
800,CIN,T.J. Slaton,DL,17,,10,0%,0%,26.9,,36,46.6,-36.1
801,NYG,Jalin Hyatt,WR,17,38.12,14,-3%,45%,19.8,26,30,112.7,-36.2
802,KC,Felix Anudike-Uzomah,DL,17,,10,-29%,0%,16.5,26,33,59.4,-36.2
803,MIA,Kenneth Grant,DL,17,,12,33%,0%,24.1,,30,60.1,-36.3
804,PIT,Connor Heyward,TE,17,56.05,5,12%,0%,6.4,20,9,29.9,-36.7
805,HOU,John Metchie,WR,17,42.07,6,4%,29%,22.1,29,34,93.2,-36.9
806,ARI,Mack Wilson,LB,17,,8,-14%,0%,53,57,76,109.8,-36.9
807,NYJ,Nick Folk,K,13,63.1,9,16%,0%,84,44,99,172.9,-36.9
808,TB,Sterling Shepard,WR,17,69.05,9,11%,0%,28.4,19,36,88.9,-37.1
809,MIA,Kader Kohou,DB,17,,12,33%,0%,35.2,54,53,81.4,-37.1
810,WAS,Jaylin Lane,WR,17,31.03,12,-3%,0%,22.7,24,30,102.9,-37.2
811,SEA,Ricky White,WR,17,46.04,8,0%,0%,21.2,,27,92.8,-37.2
812,CHI,Durham Smythe,TE,17,52.02,5,6%,21%,8,9,11,28.5,-37.3
813,SF,Jordan Watkins,WR,17,29.08,14,-11%,0%,19,5,27,122.2,-37.3
814,CAR,Princely Umanmielen,DL,17,,14,0%,0%,13.3,,27,66.3,-37.6
815,ATL,Bralen Trice,DL,17,,5,-2%,0%,17,,34,51,-37.7
816,NE,Ja'Lynn Polk,WR,17,48.12,14,-3%,0%,18.6,18,31,92.8,-37.9
817,MIN,Rondale Moore,WR,17,59.02,6,17%,72%,42.5,40,43,42.5,-38.1
818,TB,Tez Johnson,WR,17,38.01,9,11%,0%,21.2,29,30,99.9,-38.2
819,CLE,Dalvin Tomlinson,DL,17,,9,100%,0%,24.9,,31,49.7,-38.2
820,NYG,Jaxson Dart,QB,4,19.02,14,-7%,0%,33.3,83,67,109.3,-38.4
821,LAC,Junior Colson,LB,17,,12,-31%,0%,60,58,71,110.8,-38.4
822,CIN,Myles Murphy,DL,17,,10,0%,0%,18.6,27,23,69.9,-38.4
823,LAC,KeAndre Lambert-Smith,WR,17,35.05,12,4%,0%,23.5,8,31,100.1,-38.5
824,DET,Josh Paschal,DL,17,,8,-62%,0%,24.9,,31,48.3,-38.6
825,PIT,Keeanu Benton,DL,16,,5,1%,0%,27.6,44,37,47.9,-38.9
826,CLE,Michael Hall Jr.,DL,17,,9,100%,0%,22.9,,33,42.5,-39.1
827,BUF,Michael Hoecht,DL,10,,7,-76%,0%,28.2,81,56,81.3,-39.1
828,PHI,Nakobe Dean,LB,17,,9,-26%,0%,24.4,54,81,110.5,-39.3
829,CIN,DJ Turner II,DB,17,,10,0%,0%,35.6,,51,76.2,-39.3
830,HOU,Justin Watson,WR,17,65.11,6,4%,29%,20.4,13,26,96.9,-39.3
831,NE,Javon Baker,WR,17,49.06,14,-3%,0%,17.9,10,30,92.4,-39.5
832,CLE,Greg Newsome,DB,17,,9,100%,0%,39.3,4,49,76.2,-39.8
833,CHI,Olamide Zaccheaus,WR,17,46.03,5,-17%,9%,26.8,35,34,60.1,-39.9
834,KC,Elijhah Badger,WR,17,72.06,10,1%,0%,13.2,15,19,94.4,-39.9
835,GB,Mecole Hardman,WR,17,35.03,5,-10%,86%,21.5,9,27,84.6,-40.8
836,NYJ,Micheal Clemons,DL,17,,9,3%,0%,23.8,,30,40.2,-41.1
837,SF,Bryce Huff,DL,17,,14,-8%,0%,17,56,23,56.6,-41.4
838,LAR,Troy Reeder,LB,17,,8,-31%,0%,36.7,93,73,110,-41.5
839,CLE,David Bell,WR,17,57.03,9,11%,0%,17.2,19,27,72.9,-41.6
840,SEA,Coby Bryant,DB,17,,8,36%,0%,29.8,19,43,85.3,-41.7
841,NO,Bub Means,WR,17,76.08,11,1%,0%,17.2,34,27,61,-41.8
842,DET,D.J. Reader,DL,17,,8,-62%,0%,19.3,39,30,40.2,-41.8
843,LAC,Da'Shawn Hand,DL,17,,12,-31%,0%,19.4,,30,40.3,-41.8
844,NE,Jahlani Tavai,LB,17,,14,46%,0%,60.5,111,71,96.2,-41.9
845,DAL,Donovan Ezeiruaku,LB,17,,10,29%,0%,49.9,,66,111.6,-42.1
846,SEA,Jake Bobo,WR,17,45.12,8,0%,0%,18.3,27,26,65.5,-42.2
847,NO,Mason Tipton,WR,17,75.11,11,1%,0%,17.7,,25,63.3,-42.3
848,ATL,Ruke Orhorhoro,DL,17,,5,-2%,0%,14.3,20,29,42.9,-42.4
849,NO,Kevin Austin Jr.,WR,17,56.01,11,1%,0%,18.4,31,26,60.6,-42.5
850,BUF,Landon Jackson,DL,16,,7,-76%,0%,12.5,,25,67.7,-42.5
851,PHI,Johnny Wilson,WR,17,48.11,9,-12%,28%,12.8,11,17,93.5,-42.6
852,KC,Skyy Moore,WR,17,56.09,10,1%,84%,9,34,15,82.3,-42.9
853,SF,Greg Joseph,K,12,47.02,14,7%,0%,88.5,43,97,184.7,-43.4
854,PIT,Jack Sawyer,DL,16,,5,1%,0%,12.8,,26,64,-43.5
855,ARI,Starling Thomas V,DB,17,,8,-14%,0%,37.3,,47,62.9,-44
856,GB,Bo Melton,WR,17,,5,-10%,25%,12.1,14,17,78.9,-44.2
857,NO,Cedrick Wilson,WR,17,66.09,11,1%,0%,18.2,11,26,57.2,-44.2
858,TB,Sirvocea Dennis,LB,17,,9,-20%,0%,52.8,42,70,95.1,-44.2
859,CIN,Shemar Stewart,DL,17,,10,0%,0%,0,,17,52,-44.2
860,BUF,Larry Ogunjobi,DL,10,,7,-76%,0%,36.2,71,48,86.8,-44.3
861,IND,Anthony Richardson,QB,15,15.05,11,10%,40%,116.7,206,156,368.8,-44.5
862,BUF,Kaden Prather,WR,17,38.04,7,5%,0%,10.2,,15,65.8,-44.8
863,CAR,Kobe Hudson,WR,17,73.09,14,1%,0%,11.7,,16,61,-45.1
864,PHI,Ainias Smith,WR,17,77.03,9,-12%,0%,9.4,8,12,82.1,-45.2
865,CLE,Jamari Thrash,WR,17,77.02,9,11%,0%,11.3,3,21,65.8,-45.3
866,UNS,Ogbonnia Okoronkwo,DL,16,,18,-,0%,16.1,,21,64.4,-45.4
867,CHI,Devin Duvernay,WR,17,63.01,5,-17%,12%,16.9,6,21,59,-45.6
868,LVR,DJ Turner,WR,17,57.1,8,-6%,0%,14.2,25,20,50.6,-45.6
869,ATL,Nick Nash,WR,17,33.1,5,14%,0%,10.8,19,15,68.1,-45.7
870,TB,Rakim Jarrett,WR,17,52.12,9,11%,0%,10.7,4,16,71.9,-45.9
871,IND,Ashton Dulin,WR,17,63.11,11,3%,0%,12.8,7,16,68.7,-45.9
872,TB,Ryan Miller,WR,17,35.08,9,11%,0%,8.6,0,14,61.4,-46.2
873,CAR,Jimmy Horn Jr.,WR,17,25.12,14,1%,0%,13.6,4,18,63.7,-46.2
874,DET,Dominic Lovett,WR,17,72.12,8,7%,0%,10.5,,15,55.4,-46.4
875,NO,Cameron Jordan,DL,17,,11,28%,0%,11.9,62,24,38.1,-46.5
876,CLE,Michael Woods II,WR,17,55.12,9,11%,0%,10.6,16,15,59,-46.7
877,NYJ,Xavier Gipson,WR,17,47.09,9,-3%,0%,13.3,7,17,55,-47
878,TB,Trey Palmer,WR,17,44.09,9,11%,21%,9.6,4,15,65,-47.2
879,ATL,Zach Harrison,DL,17,,5,-2%,0%,11.7,65,23,38.7,-47.2
880,GB,Malik Heath,WR,17,79.05,5,-10%,0%,10.1,8,15,60.4,-47.4
881,ATL,KhaDarel Hodge,WR,17,65.08,5,14%,0%,24.1,18,24,24.1,-47.4
882,HOU,Henry To'oto'o,LB,17,,6,11%,0%,46.9,4,59,105.6,-47.8
883,IND,Julius Brents,DB,17,,11,12%,0%,26.2,97,37,74.8,-48
884,CLE,Joe Flacco,QB,5,21.07,9,-4%,15%,24.9,85,71,100.9,-48
885,SF,Dee Winters,LB,17,,14,-8%,0%,45.4,,65,94,-48
886,ATL,Casey Washington,WR,17,76.05,5,14%,0%,9.7,5,15,53.9,-48.1
887,TEN,Jha'Quan Jackson,WR,17,76.04,10,-15%,0%,8.8,8,11,60.8,-48.1
888,TEN,Bryce Oliver,WR,17,75.04,10,-15%,0%,7.4,,11,52.4,-48.3
889,DAL,Jack Sanborn,LB,17,,10,29%,0%,37.9,,57,113.1,-48.3
890,BAL,Kyle Van Noy,LB,17,,7,-81%,22%,47,,62,95.9,-48.8
891,DET,Derrick Barnes,LB,17,,8,-62%,0%,51.7,60,62,92.4,-48.8
892,DAL,Jalen Brooks,WR,17,51.03,10,8%,0%,11.3,6,16,43.6,-48.9
893,BAL,LaJohntay Wester,WR,17,73.03,7,8%,0%,9.3,5,13,53,-48.9
894,NYJ,Tyler Johnson,WR,17,61.11,9,-3%,0%,11.4,21,16,31.8,-49.1
895,NYG,Antwane Wells Jr.,WR,17,40.05,14,-3%,0%,7.6,,11,45.6,-49.2
896,DAL,Ryan Flournoy,WR,17,76.06,10,8%,0%,9.9,3,16,42.9,-49.4
897,CHI,Tyler Scott,WR,17,53.01,5,-17%,0%,11.2,5,14,41.8,-49.5
898,HOU,Xavier Hutchinson,WR,17,81.07,6,4%,0%,8.3,20,14,32.4,-49.6
899,LAR,Konata Mumpfield,WR,17,73.01,8,5%,0%,7.9,13,11,44.9,-49.6
900,IND,Anthony Gould,WR,17,29.06,11,3%,0%,8.3,4,10,46.4,-50.4
901,CIN,Charlie Jones,WR,17,81.01,10,2%,0%,12.8,5,17,23,-50.8
902,BAL,Ar'Darius Washington,DB,17,,7,-81%,0%,17.5,,35,70,-51.2
903,CLE,Dillon Gabriel,QB,4,46.06,9,-4%,0%,11.7,48,58,86.3,-51.8
904,PHI,Jordan Davis,DL,17,,9,-26%,0%,12.9,49,14,35.7,-52.1
905,HOU,Braxton Berrios,WR,17,66.08,6,4%,0%,13.8,3,14,13.8,-52.5
906,CLE,Shedeur Sanders,QB,4,16.07,9,-4%,0%,12.3,47,59,85.2,-52.5
907,BUF,Dorian Williams,LB,16,,7,-76%,0%,43.5,87,58,90,-53.2
908,CLE,Kenny Pickett,QB,4,27.08,9,-4%,42%,13.6,51,54,79,-53.4
909,CAR,Ryan Fitzgerald,K,10,,14,29%,0%,51.4,,73,168.8,-54.6
910,NE,Marte Mapu,LB,17,,14,46%,0%,41.9,,60,80.8,-54.7
911,NO,Spencer Rattler,QB,3,31.06,11,-4%,6%,6.6,40,44,62,-55.8
912,DAL,Marist Liufau,LB,17,,10,29%,0%,35.5,12,55,87.4,-56.5
913,TB,Anthony Walker,LB,17,,9,-20%,0%,32,45,53,93.2,-57
914,DAL,DeMarvion Overshown,LB,17,,10,29%,0%,0,63,44,88.8,-58.3
915,LVR,Devin White,LB,17,,8,46%,0%,27.6,108,55,77.2,-60.8
916,BAL,Teddye Buchanan,LB,17,,7,-81%,0%,22.3,,45,98.1,-61.1
917,LAC,Troy Dye,LB,17,,12,-31%,0%,28.2,,51,79.4,-62.2
918,BAL,Trenton Simpson,LB,17,,7,-81%,0%,26.6,77,53,71.9,-63.4
919,ATL,Troy Andersen,LB,17,,5,-2%,30%,22.6,142,45,90.4,-63.5
920,SF,Nick Martin,LB,17,,14,-8%,0%,19.9,,40,99.4,-63.9
921,ARI,Cody Simon,LB,17,,8,-14%,0%,20,,40,99.8,-63.9
922,NO,Danny Stutsman,LB,17,,11,28%,0%,0,,39,78.4,-64.6
923,WAS,Von Miller,DL,2,,12,-22%,17%,0,68,3,3.5,-66.7
924,SF,Jake Moody,K,7,25.08,14,7%,0%,40.6,146,44,157.3,-69.1
925,CAR,Matthew Wright,K,8,41.07,14,29%,0%,38.7,118,55,149.3,-69.7
926,PIT,Cole Holcomb,LB,16,,5,1%,0%,21.3,59,43,68.3,-70.2
927,CLE,Jeremiah Owusu-Koramoah,LB,17,,9,100%,30%,43.9,127,44,43.9,-72.2
928,HOU,E.J. Speed,LB,17,,6,11%,0%,0,131,33,66.3,-72.2
929,PIT,Malik Harrison,LB,16,,5,1%,0%,18.9,,38,60.3,-75.3
930,ARI,BJ Ojulari,LB,17,,8,-14%,0%,18.1,,36,56,-77.8
931,TB,David Walker,LB,17,,9,-20%,0%,15.9,,32,54,-80.6
932,BAL,Tavius Robinson,LB,17,,7,-81%,0%,14.3,,29,57.3,-81.5
933,DEN,Justin Strnad,LB,17,,12,-33%,0%,16.9,,34,45.5,-81.6
934,TEN,Oluwafemi Oladejo,LB,17,,10,86%,0%,15.8,,32,47.4,-82.2
935,CIN,Barrett Carter,LB,17,,10,0%,0%,0,,24,47.9,-83.6
936,ATL,JD Bertrand,LB,17,,5,-2%,0%,0,20,20,39.8,-88.7
937,NYJ,Harrison Mevis,K,4,38.02,9,16%,0%,21.3,79,30,121.6,-97
938,UNS,Greg Zuerlein,K,1,47.03,18,-,0%,0.2,33,0,0.2,-127.8
939,UNS,Anders Carlson,K,1,30.02,18,-,0%,0.2,33,0,0.2,-127.8
940,SEA,Jalen Milroe,QB,1,22.11,8,-2%,0%,14.6,27,18,109.6,-129.5
941,NYG,Jameis Winston,QB,1,30.06,14,-7%,29%,12.3,16,15,107.5,-131.6
942,UNS,Justin Tucker,K,1,24.04,18,-,0%,0.2,47,0,0.2,-131.8
943,ATL,Kirk Cousins,QB,17,23.12,5,19%,17%,11.2,22,14,101.1,-131.9
944,CLE,Deshaun Watson,QB,2,28.05,9,-4%,21%,0,24,30,38,-133.9
945,NE,John Parker Romo,K,1,40.11,14,4%,0%,2.3,41,2,2.3,-145.2
946,PIT,Ben Sauls,K,1,,5,-13%,0%,2.3,,2,2.3,-149.1
